,id,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
231,319075,0.569443,31489287.97669787,90995236.48589474,Cobain: Montage of Heck,Kurt Cobain|Dave Grohl|Courtney Love|Krist Novoselic,Brett Morgen,132.0,Music|Documentary,HBO Documentary Films|Public Road Productions,2015-03-23,197,7.5,2015
232,316042,0.561032,31489287.97669787,90995236.48589474,Hyena Road,Paul Gross|Rossif Sutherland|Clark Johnson|Allan Hawco|Christine Horne,Paul Gross,120.0,War|Drama,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,2015-10-09,29,5.7,2015
233,334527,0.560743999999999,7000000.0,90995236.48589474,Criminal Activities,Dan Stevens|John Travolta|Michael Pitt|Jackie Earle Haley|Travis Aaron Wade,Jackie Earle Haley,94.0,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,2015-11-20,67,5.9,2015
234,300153,0.560423,12000000.0,90995236.48589474,Life,Robert Pattinson|Dane DeHaan|Joel Edgerton|Ben Kingsley|Kelly McCreary,Anton Corbijn,112.0,Drama,See-Saw Films,2015-07-24,75,5.9,2015
235,228203,0.553238,31489287.97669787,45710059.0,"McFarland, USA",Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez,Niki Caro,128.0,Drama,Walt Disney Pictures|Mayhem Pictures,2015-02-20,139,7.4,2015
236,332704,0.5485869999999989,31489287.97669787,90995236.48589474,Backtrack,Adrien Brody|Sam Neill|Bruce Spence|Robin McLeavy|Jenni Baird,Michael Petroni,90.0,Horror|Mystery,Head Gear Films|Screen Australia|Metrol Technology|Bankside Films,2015-07-25,52,5.4,2015
237,278236,0.5478270000000001,31489287.97669787,90995236.48589474,X+Y,Asa Butterfield|Rafe Spall|Sally Hawkins|Eddie Marsan|Jo Yang,Morgan Matthews,111.0,Drama,Original Pictures|Head Gear Films|Minnow Films,2015-03-13,133,6.0,2015
238,276839,0.546458,3000000.0,90995236.48589474,Home Sweet Hell,Katherine Heigl|Patrick Wilson|Jordana Brewster|Kevin McKidd|Bryce Johnson,Anthony Burns,98.0,Drama|Comedy,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,2015-03-13,136,4.9,2015
239,326215,0.542568,6000000.0,90995236.48589474,Ooops! Noah is Gone...,Tara Flynn|Alan Stanford|Martin Sheen|Amy Grant|Patrick Fitzsymons,Toby Genkel|Sean McCormack,85.0,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,2015-04-09,50,5.7,2015
240,363689,0.5327,31489287.97669787,90995236.48589474,The Unspoken,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere,Sheldon Wilson,90.0,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,2015-10-24,10,4.1,2015
241,318256,0.532239,31489287.97669787,90995236.48589474,Hot Girls Wanted,Rachel Bernard|Belle Knox|Tressa Silguero|Kendall Plemons,Jill Bauer|Ronna Gradus,84.0,Documentary,Two to Tangle Productions,2015-05-29,158,5.9,2015
242,299245,0.532205,100000.0,42664410.0,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,87.0,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,2015-07-10,247,5.0,2015
243,333344,0.52985,31489287.97669787,90995236.48589474,Dirty Weekend,Matthew Broderick|Alice Eve|Phil Burke|Gia Crovatin|Monique Candelaria,Neil LaBute,93.0,Drama|Comedy,Horsethief Pictures,2015-09-04,12,4.8,2015
244,357096,0.527957,31489287.97669787,90995236.48589474,I Spit on Your Grave III: Vengeance is Mine,Sarah Butler|Jennifer Landon|Doug McKeon|Gabriel Hogan|Harley Jane Kozak,R.D. Braunstein,91.0,Horror|Thriller,Cinetel Films,2015-10-09,100,5.0,2015
245,309299,0.526642,31489287.97669787,90995236.48589474,Experimenter,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,Michael Almereyda,97.0,History|Drama,FJ Productions|BB Film Productions,2015-10-16,94,6.9,2015
246,314385,0.524315,10000000.0,3334927.0,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,122.0,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,2015-11-12,82,5.4,2015
247,333596,0.52025,31489287.97669787,90995236.48589474,Woodlawn,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton,Andrew Erwin|Jon Erwin,123.0,Drama,Sony Pictures,2015-10-16,32,6.8,2015
248,361042,0.516954,31489287.97669787,90995236.48589474,The Hollow,Stephanie Hunt|Sarah Dugdale|Alisha Newton|Hilary Jardine|Richard Harmon,Sheldon Wilson,90.0,Horror|TV Movie,Sonar Entertainment,2015-10-24,19,5.1,2015
249,353686,0.515401,31489287.97669787,90995236.48589474,Visions,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria,Kevin Greutert,80.0,Thriller|Horror,Blumhouse Productions|Chapter One Films,2015-08-28,67,5.5,2015
250,318954,0.514735,31489287.97669787,1236094.0,Beyond the Mask,Andrew Cheney|John Rhys-Davies|Kara Killmer|Adetokumboh M'Cormack|Steve Blackwood,Chad Burns,103.0,Action,Burns Family Studios,2015-04-06,13,6.2,2015
251,289191,0.513386,31489287.97669787,90995236.48589474,I Am Here,Kim Basinger|Jordan Prentice|Sebastian Schipper|Peter Stormare|Robert Hunger-BÃ¼hler,Anders Morgenthaler,97.0,Drama|Thriller,Zentropa Entertainments,2015-06-12,18,4.0,2015
252,324333,0.50732,31489287.97669787,90995236.48589474,Wild Horses,Robert Duvall|James Franco|Josh Hartnett|Adriana Barraza|Jim Parrack,Robert Duvall,100.0,Crime|Drama,Patriot Pictures,2015-06-05,16,4.1,2015
253,252164,0.5048279999999989,31489287.97669787,90995236.48589474,Pressure,Danny Huston|Joe Cole|Alan McKenna|Matthew Goode|Ian Pirie,Ron Scalpello,91.0,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,2015-06-04,29,5.0,2015
254,360784,0.5024890000000001,31489287.97669787,90995236.48589474,Hidden,Alexander SkarsgÃ¥rd|Andrea Riseborough|Emily Alyn Lind|Heather Doerksen|William Ainscough,Ross Duffer|Matt Duffer,83.0,Thriller|Horror,Primal Pictures|Warner Bros.,2015-09-15,96,6.5,2015
255,336313,0.49726499999999996,31489287.97669787,157768.0,Hell & Back,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,Tom Gianas|Ross Shuman,86.0,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,2015-10-02,47,4.3,2015
256,240483,0.48635100000000003,21000000.0,90995236.48589474,Robot Overlords,Gillian Anderson|Ben Kingsley|Callan McAuliffe|Geraldine James|Steven Mackintosh,Jon Wright,90.0,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,2015-01-29,63,4.9,2015
257,321494,0.482422,31489287.97669787,90995236.48589474,The Man with the Iron Fists 2,RZA|Dustin Nguyen|Eugenia Yuan|Pim Bubear|Cary-Hiroyuki Tagawa,Roel ReinÃ©,90.0,Action,Living Films|Arcade Pictures|Iron Fists,2015-03-10,43,4.7,2015
258,353595,0.47784,31489287.97669787,90995236.48589474,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Mark Hamill|Troy Baker|Nolan North|Josh Keaton|Khary Payton,Rick Morales,67.0,Action|Adventure|Animation|Family,Warner Bros. Animation,2015-08-25,17,6.8,2015
260,264337,0.475473,31489287.97669787,90995236.48589474,Spare Parts,Carlos PenaVega|George Lopez|Jamie Lee Curtis|Marisa Tomei|David Del Rio,Sean McNamara,83.0,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,2015-01-16,38,6.6,2015
261,289716,0.474788,31489287.97669787,90995236.48589474,The World Made Straight,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens,David Burris,119.0,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,2015-01-09,13,5.8,2015
262,296065,0.47462600000000005,31489287.97669787,90995236.48589474,Last Shift,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,Anthony DiBlasi,88.0,Horror|Thriller,Skyra Entertainment,2015-10-06,77,5.6,2015
263,337029,0.473344,31489287.97669787,90995236.48589474,Frankenstein,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd,Bernard Rose,89.0,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,2015-11-03,14,4.5,2015
264,317952,0.471393,31489287.97669787,90995236.48589474,Cartel Land,Robert Hetrick|JosÃ© Manuel Mireles Valverde,Matthew Heineman,100.0,Drama|Documentary,The Documentary Group|Our Time Projects,2015-07-03,112,7.5,2015
265,325358,0.471091,20000000.0,90995236.48589474,Superfast!,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo,Jason Friedberg|Aaron Seltzer,99.0,Comedy,The Safran Company|3 in the Box,2015-03-05,60,4.4,2015
266,272548,0.470991,31489287.97669787,90995236.48589474,Moonwalkers,Rupert Grint|Ron Perlman|Robert Sheehan|Stephen Campbell Moore|Eric Lampaert,Antoine Bardou-Jacquet,107.0,Comedy,Nexus Factory|Partizan Films|Potemkin Productions,2015-03-14,53,6.0,2015
267,340275,0.470124,31489287.97669787,90995236.48589474,Chi-Raq,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson,Spike Lee,127.0,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,2015-12-04,33,5.9,2015
268,309887,0.467556,5300000.0,90995236.48589474,Bad Asses on the Bayou,Danny Trejo|Danny Glover|John Amos|Loni Love|Jimmy Bennett,Craig Moss,85.0,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,2015-03-06,24,5.8,2015
269,302429,0.465707,31489287.97669787,13603453.0,Strange Magic,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio,Gary Rydstrom,99.0,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,2015-01-23,68,6.1,2015
270,253331,0.46208999999999995,9000000.0,21571189.0,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,Mike Binder,121.0,Drama,Treehouse Pictures,2015-01-30,72,6.7,2015
271,293771,0.45959700000000003,31489287.97669787,90995236.48589474,Dead Rising,Jesse Metcalfe|Meghan Ory|Keegan Connor Tracy|Virginia Madsen|Dennis Haysbert,Zach Lipovsky,118.0,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,2015-03-27,82,4.9,2015
272,323373,0.454151,31489287.97669787,90995236.48589474,Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,Jason Lei Howden,86.0,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,2015-08-28,83,6.5,2015
273,323027,0.45293900000000004,31489287.97669787,90995236.48589474,Justice League: Gods and Monsters,Benjamin Bratt|Michael C. Hall|Tamara Taylor|Jason Isaacs|Paget Brewster,Sam Liu,76.0,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,2015-07-28,99,6.9,2015
274,297806,0.45087200000000005,13000000.0,1646788.0,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,Marc Abraham,123.0,Drama|Music,Bron Studios|RatPac Entertainment,2015-09-11,19,5.6,2015
275,253626,0.45016000000000006,31489287.97669787,316472.0,Good Kill,Ethan Hawke|January Jones|ZoÃ« Kravitz|Jake Abel|Bruce Greenwood,Andrew Niccol,104.0,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,2015-04-09,132,5.7,2015
276,354251,0.44426499999999997,31489287.97669787,90995236.48589474,Southbound,Kate Beahan|Matt Bettinelli-Olpin|Susan Burke|Zoe Cooper|Gerald Downey,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,89.0,Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,2015-09-17,73,6.0,2015
277,329637,0.444193,31489287.97669787,90995236.48589474,Star Trek: Renegades,Walter Koenig|Sean Young|Manu Intiraymi|Bruce A. Young|Gary Graham,Tim Russ,88.0,Action|Science Fiction|Adventure|Fantasy,ST Renegades,2015-08-01,31,4.1,2015
278,257444,0.443525,31489287.97669787,90995236.48589474,The Boy,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson,Craig Macneill,110.0,Thriller|Drama|Horror,Chiller Films|SpectreVision,2015-08-14,22,6.1,2015
279,355338,0.44283500000000003,31489287.97669787,90995236.48589474,Riley's First Date?,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling,Josh Cooley,5.0,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,2015-11-03,137,7.3,2015
280,271736,0.44242700000000007,31489287.97669787,3286448.0,The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,Stephen Frears,103.0,Drama,StudioCanal|Working Title Films,2015-09-16,107,5.9,2015
281,309581,0.442067,31489287.97669787,90995236.48589474,Lila & Eve,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo,Charles Stone III,94.0,Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,2015-07-31,78,5.2,2015
282,293970,0.441882,31489287.97669787,90995236.48589474,The Final Girls,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,Todd Strauss-Schulson,91.0,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,2015-10-09,211,6.6,2015
283,279690,0.441402,31489287.97669787,90995236.48589474,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,Jason Krawczyk,99.0,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,2015-03-17,65,6.3,2015
284,364067,0.43959799999999893,31489287.97669787,90995236.48589474,A Very Murray Christmas,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera,Sofia Coppola,56.0,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,2015-12-04,101,5.4,2015
285,318922,0.438409,31489287.97669787,90995236.48589474,Kill Your Friends,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock,Owen Harris,100.0,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,2015-11-06,54,5.5,2015
286,335077,0.43708800000000003,31489287.97669787,90995236.48589474,Battle For SkyArk,Garrett Coffey|Caon Mortenson|Riley Jane|Taylor Coliee|Luke Davis,Simon Hung,88.0,Family|Science Fiction|Action|Adventure,Mr.Monster,2015-05-18,18,3.5,2015
287,266639,0.43558199999999997,5000000.0,2333684.0,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,119.0,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,2015-10-22,69,5.7,2015
288,274504,0.43307299999999893,31489287.97669787,90995236.48589474,The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,Pamela Romanowsky,105.0,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,2015-04-16,23,4.8,2015
289,244316,0.429892,10000000.0,90995236.48589474,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,David Hackl,94.0,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2015-02-27,35,5.0,2015
290,352208,0.427116,31489287.97669787,90995236.48589474,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,Michael Moore,120.0,Documentary,Dog Eat Dog Films|IMG Films,2015-12-23,67,7.2,2015
291,283587,0.424813,6000000.0,90777.0,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,137.0,Drama|War,Participant Media|Focus Features|Red Crown Productions,2015-09-11,306,7.5,2015
292,311539,0.42316099999999995,31489287.97669787,90995236.48589474,A Christmas Horror Story,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov,Grant Harvey|Steven Hoban|Brett Sullivan,99.0,Horror,Copperheart Entertainment,2015-10-02,56,5.6,2015
293,277713,0.42178999999999994,31489287.97669787,90995236.48589474,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,Terence Davies,135.0,Drama,Iris productions|Hurricane Films|SellOutPictures,2015-12-04,19,7.1,2015
294,347945,0.429756,31489287.97669787,4505.0,Synchronicity,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside,Jacob Gentry,101.0,Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,2015-07-22,45,5.3,2015
296,344854,0.415041,31489287.97669787,90995236.48589474,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,Nick Robertson,90.0,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,2015-08-05,15,5.5,2015
297,234212,0.41491300000000003,3000000.0,3387000.0,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,83.0,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2015-02-12,91,5.0,2015
299,283596,0.41287700000000005,31489287.97669787,90995236.48589474,The Legend of Barney Thomson,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo,Robert Carlyle,96.0,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,2015-07-24,21,5.7,2015
300,250225,0.41250299999999995,1000000.0,90995236.48589474,The Duke of Burgundy,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed,Peter Strickland,101.0,Drama,Pioneer Pictures|Rook Films,2015-01-23,58,5.8,2015
301,307479,0.40969799999999995,31489287.97669787,90995236.48589474,88,Katharine Isabelle|Christopher Lloyd|Kyle Schmid|Jesse McCartney|Michael Ironside,April Mullen,88.0,Thriller|Action,WANGO Films,2015-01-06,20,4.4,2015
302,339145,0.405095,31489287.97669787,90995236.48589474,The Girl in the Book,Emily VanCamp|Michael Nyqvist|Ana Mulvoy Ten|Talia Balsam|Ali Ahn,Marya Cohn,86.0,Drama,Varient Busted Buggy Entertainmen,2015-06-13,23,6.2,2015
303,323660,0.404511,31489287.97669787,90995236.48589474,Avengers Grimm,Casper Van Dien|Rileah Vanderbilt|Milynn Sarley|Lauren Parkinson|Marah Fairclough,Jeremy M. Inman,90.0,Fantasy|Action|Adventure,The Asylum,2015-03-17,23,3.8,2015
304,308638,0.40223600000000004,447524.0,771317.0,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,101.0,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,2015-05-08,47,4.2,2015
305,359983,0.250209,31489287.97669787,90995236.48589474,The Lion Guard: Return of the Roar,Max Charles|Jeff Bennett|Dusan Brown|Sarah Hyland|James Earl Jones,Howy Parkins,44.0,Family|TV Movie|Animation,Walt Disney Television Animation,2015-11-22,48,5.9,2015
306,300155,0.399947,31489287.97669787,228136.0,A Royal Night Out,Sarah Gadon|Bel Powley|Emily Watson|Rupert Everett|Jack Reynor,Julian Jarrold,97.0,Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,2015-05-14,42,6.2,2015
307,328595,0.398982,31489287.97669787,90995236.48589474,Parallels,Jessica Rothe|Michael Monks|Mark Hapka|Eric Jungmann,Christopher Leone,83.0,Science Fiction|Action,Fox Digital Studios,2015-03-01,92,6.1,2015
308,327528,0.396791,31489287.97669787,830129.0,Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,Robert Budreau,97.0,Drama|Music,New Real Films|Lumanity Production,2015-09-13,16,6.8,2015
309,329540,0.394466,1950000.0,90995236.48589474,The Marine 4: Moving Target,Mike Mizanin|Melissa Roxburgh|Josh Blacker|Matthew MacCaull|Paul McGillion,William Kaufman,90.0,Thriller|Action,WWE Studios,2015-04-10,35,5.7,2015
310,306964,0.393642,31489287.97669787,90995236.48589474,Tales of Halloween,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,90.0,Horror,Epic Pictures Group|Film Entertainment Services,2015-10-16,74,5.3,2015
311,360387,0.39356599999999997,1000000.0,90995236.48589474,Blunt Force Trauma,Mickey Rourke|Freida Pinto|Ryan Kwanten|Maruia Shelton|Carolina GÃ³mez,Ken Sanzel,92.0,Adventure|Action,ETA films,2015-10-05,23,4.4,2015
312,362185,0.391326,31489287.97669787,90995236.48589474,Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,Obin Olson|Amariah Olson,88.0,Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,2015-08-21,16,5.4,2015
313,94365,0.386529,31489287.97669787,90995236.48589474,The Human Centipede 3 (Final Sequence),Dieter Laser|Laurence R. Harvey|Robert LaSardo|Tommy 'Tiny' Lister|Jay Tavare,Tom Six,103.0,Horror,Six Entertainment,2015-05-22,75,3.5,2015
314,241855,0.38340599999999997,31489287.97669787,49970.0,Spring,Lou Taylor Pucci|Nadia Hilker|Nick Nevern|Augie Duke|Jeremy Gardner,Aaron Moorhead|Justin Benson,109.0,Horror|Romance|Science Fiction,XYZ Films,2015-03-20,110,6.5,2015
315,322518,0.383183,31489287.97669787,90995236.48589474,The Intruders,Miranda Cosgrove|Donal Logue|Tom Sizemore|Jenessa Grant|Austin Butler,Adam Massey,92.0,Thriller,Darius Films,2015-02-24,26,4.9,2015
316,291272,0.382997,31489287.97669787,90995236.48589474,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,Ted Geoghegan,84.0,Horror,Dark Sky Films|Snowfort Pictures,2015-06-05,91,5.5,2015
317,324963,0.7128899999999989,31489287.97669787,90995236.48589474,Monster High: Haunted,Haviland Stillwell|Karen Strassman|Cameron Clarke|Todd Haberkorn|Laura Bailey,Dan Fraga|William Lau,75.0,Animation|Family|Fantasy,Mattel Playground Productions,2015-03-02,11,7.0,2015
318,342927,0.378836,31489287.97669787,90995236.48589474,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,Christopher Ray,90.0,Science Fiction|Action|Horror,The Asylum|Syfy,2015-07-20,15,3.8,2015
319,361159,0.37668,31489287.97669787,90995236.48589474,Navy Seals vs. Zombies,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",Stanton Barrett,97.0,Horror|Action,Hollywood Media Bridge|Throne Productions,2015-10-08,24,3.3,2015
320,365805,0.411416,31489287.97669787,90995236.48589474,Wrecker,Anna Hutchison|Andrea Whitburn|Jennifer Koenig|Don Knodel|Michael Dickson,Michael Bafaro,83.0,Thriller|Action|Horror,IW Wrecker Productions,2015-11-06,12,3.6,2015
321,351964,0.37485300000000005,31489287.97669787,90995236.48589474,The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,Will Slocombe,88.0,Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,2015-06-15,41,5.9,2015
322,362057,0.37288899999999997,31489287.97669787,90995236.48589474,Martyrs,Troian Bellisario|Bailey Noble|Kate Burton|Caitlin Carmichael|Melissa Tracy,Kevin Goetz|Michael Goetz,86.0,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,2015-12-31,43,5.0,2015
323,137333,0.371145,31489287.97669787,90995236.48589474,Uncanny,Mark Webber|Lucy Griffiths|David Clayton Rogers|Rainn Wilson,Matthew Leutwyler,91.0,Thriller|Drama|Science Fiction,Accelerated Matter,2015-01-31,21,6.1,2015
324,317198,0.370148,31489287.97669787,90995236.48589474,Bad Hair Day,Laura Marano|Leigh-Allyn Baker|Christian Campbell|Kiana Madeira|Christian Paul,Erik Canuel,90.0,TV Movie|Adventure|Comedy,Muse Entertainment Enterprises,2015-02-13,21,6.5,2015
325,57876,0.369529,5000000.0,90995236.48589474,Area 51,Reid Warner|Darrin Bragg|Ben Rovner|Jelena Nik|Roy Abramsohn,Oren Peli,91.0,Horror|Thriller|Science Fiction,Insurge Pictures,2015-05-15,82,4.4,2015
326,339533,0.369108,31489287.97669787,90995236.48589474,San Andreas Quake,Jhey Castles|Jason Woods|Grace Van Dien|Elaine Partnow|Lane Townsend,John Baumgartner,90.0,TV Movie|Action|Science Fiction,The Asylum,2015-05-19,60,3.7,2015
327,277546,0.36817,6000000.0,90995236.48589474,The Runner,Nicolas Cage|Sarah Paulson|Connie Nielsen|Peter Fonda|Bryan Batt,Austin Stark,90.0,Drama,Paper Street Films|Back Lot Pictures|KGB Media,2015-08-07,35,4.8,2015
329,306482,0.36743400000000004,31489287.97669787,90995236.48589474,Partisan,Vincent Cassel|Nigel Barber|Jeremy Chabriel|Florence Mezzara|Sosina Wogayehu,Ariel Kleiman,98.0,Thriller|Drama,Warp Films Australia|Animal Kingdom|Carver Films,2015-01-25,16,5.8,2015
330,362105,0.36603,4400000.0,90995236.48589474,R.L. Stine's Monsterville: The Cabinet of Souls,Dove Cameron|Katherine McNamara|Ryan McCartan|Laine MacNeil|Briana Buckmaster,Peter DeLuise,85.0,Comedy|Horror,EveryWhere Studios,2015-09-29,22,7.2,2015
331,245846,0.36590100000000003,10000000.0,17472.0,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,Kim Farrant,111.0,Drama|Thriller,Worldview Entertainment,2015-07-01,48,5.0,2015
332,330112,0.329164,31489287.97669787,90995236.48589474,Ashby,Mickey Rourke|Nat Wolff|Emma Roberts|Sarah Silverman|Adam Aalderks,Tony McNamara,102.0,Drama|Romance|Comedy,Head Gear Films|Metrol Technology|Langley Park Productions,2015-04-19,104,5.9,2015
333,322766,0.35982600000000003,31489287.97669787,90995236.48589474,Beautiful & Twisted,Rob Lowe|Paz Vega|Candice Bergen|Seychelle Gabriel|Jude Ciccolella,Christopher Zalla,90.0,Crime|Drama|Thriller,Sony Pictures Television|Silver Screen Pictures,2015-01-31,21,5.4,2015
334,361931,0.35765399999999997,31489287.97669787,90995236.48589474,Ronaldo,Cristiano Ronaldo,Anthony Wonke,103.06373603852853,Documentary,"On The Corner Films|We Came, We Saw, We Conquered Studios",2015-11-09,80,6.5,2015
